"Date","Price","Open","High","Low","Vol.","Change %"
"05/16/2022","20,595.00","20,460.00","21,255.00","20,340.00","3.89K","2.01%"
"05/13/2022","20,190.00","20,275.00","20,350.00","19,950.00","6.15K","-0.32%"
"05/12/2022","20,255.00","20,225.00","20,430.00","20,095.00","14.39K","0.62%"
"05/11/2022","20,130.00","19,830.00","20,315.00","19,790.00","14.33K","1.82%"
"05/10/2022","19,770.00","19,700.00","19,935.00","19,555.00","14.62K","-0.08%"
"05/09/2022","19,785.00","19,930.00","19,970.00","19,665.00","17.86K","-2.51%"
"05/06/2022","20,295.00","20,350.00","20,490.00","20,025.00","19.01K","-2.03%"
"05/05/2022","20,715.00","20,830.00","20,985.00","20,480.00","20.50K","-0.55%"
"04/29/2022","20,830.00","20,880.00","20,905.00","20,740.00","25.03K","-0.22%"
"04/28/2022","20,875.00","20,750.00","21,000.00","20,700.00","33.15K","0.75%"
"04/27/2022","20,720.00","20,605.00","20,820.00","20,540.00","49.15K","0.19%"
"04/26/2022","20,680.00","20,500.00","21,020.00","20,285.00","78.87K","-2.66%"
"04/25/2022","21,245.00","21,845.00","21,860.00","20,650.00","147.16K","-2.92%"
"04/22/2022","21,885.00","21,895.00","21,950.00","21,820.00","61.44K","0.21%"
"04/21/2022","21,840.00","21,845.00","21,990.00","21,730.00","100.50K","0.18%"
"04/20/2022","21,800.00","21,795.00","21,900.00","21,720.00","142.30K","-1.20%"
"04/19/2022","22,065.00","21,895.00","22,200.00","21,885.00","183.85K","1.19%"
"04/18/2022","21,805.00","21,820.00","21,910.00","21,670.00","162.33K","0.35%"
"04/15/2022","21,730.00","21,520.00","21,890.00","21,520.00","3.48K","1.61%"
"04/14/2022","21,385.00","21,300.00","21,495.00","21,150.00","10.75K","1.06%"
"04/13/2022","21,160.00","21,060.00","21,345.00","20,850.00","8.74K","1.17%"
"04/12/2022","20,915.00","21,125.00","21,130.00","20,655.00","16.53K","-2.13%"
"04/11/2022","21,370.00","21,850.00","21,850.00","20,855.00","18.56K","-2.13%"
"04/08/2022","21,835.00","21,695.00","21,920.00","21,680.00","11.93K","-1.31%"
"04/07/2022","22,125.00","22,640.00","22,640.00","21,785.00","20.42K","-2.04%"
"04/06/2022","22,585.00","22,510.00","22,695.00","22,485.00","13.41K","-0.62%"
"04/01/2022","22,725.00","22,655.00","22,840.00","22,620.00","14.38K","-0.13%"
"03/31/2022","22,755.00","23,065.00","23,065.00","22,620.00","25.67K","0.26%"
"03/30/2022","22,695.00","22,700.00","22,910.00","22,400.00","39.98K","-1.30%"
"03/29/2022","22,995.00","23,000.00","23,100.00","22,915.00","29.95K","0.04%"
"03/28/2022","22,985.00","23,100.00","23,150.00","22,885.00","54.35K","-0.20%"
"03/25/2022","23,030.00","23,140.00","23,220.00","22,900.00","61.43K","-0.95%"
"03/24/2022","23,250.00","23,150.00","23,430.00","23,105.00","57.20K","1.22%"
"03/23/2022","22,970.00","23,055.00","23,120.00","22,820.00","53.36K","-0.04%"
"03/22/2022","22,980.00","23,025.00","23,180.00","22,775.00","61.14K","-0.13%"
"03/21/2022","23,010.00","22,580.00","23,275.00","22,580.00","91.01K","1.93%"
"03/18/2022","22,575.00","22,340.00","22,845.00","22,220.00","130.75K","2.22%"
"03/17/2022","22,085.00","21,895.00","22,300.00","21,870.00","174.76K","1.87%"
"03/16/2022","21,680.00","21,235.00","22,100.00","21,235.00","190.32K","-0.55%"
"03/15/2022","21,800.00","21,930.00","21,930.00","21,600.00","4.55K","-0.48%"
"03/14/2022","21,905.00","22,030.00","22,880.00","21,750.00","3.04K","-0.02%"
"03/11/2022","21,910.00","21,930.00","22,030.00","21,750.00","5.31K","1.84%"
"03/10/2022","21,515.00","21,630.00","21,760.00","21,170.00","11.41K","-2.07%"
"03/09/2022","21,970.00","21,910.00","22,690.00","21,090.00","15.25K","-4.48%"
"03/08/2022","23,000.00","23,850.00","23,865.00","22,545.00","28.11K","-3.64%"
"03/07/2022","23,870.00","23,545.00","24,190.00","23,390.00","20.76K","1.42%"
"03/04/2022","23,535.00","23,800.00","23,800.00","23,390.00","21.20K","-0.28%"
"03/03/2022","23,600.00","23,170.00","23,840.00","23,070.00","29.95K","3.01%"
"03/02/2022","22,910.00","22,850.00","22,995.00","22,835.00","21.32K","1.21%"
"03/01/2022","22,635.00","22,680.00","22,775.00","22,555.00","19.07K","-0.11%"
"02/28/2022","22,660.00","22,330.00","22,900.00","22,320.00","44.51K","-0.61%"
"02/25/2022","22,800.00","23,220.00","23,250.00","22,445.00","91.23K","-0.09%"
"02/24/2022","22,820.00","22,745.00","23,205.00","22,610.00","94.78K","-0.26%"
"02/23/2022","22,880.00","23,000.00","23,070.00","22,725.00","118.43K","0.02%"
"02/22/2022","22,875.00","22,600.00","23,145.00","22,595.00","212.80K","1.22%"
"02/21/2022","22,600.00","22,760.00","22,785.00","22,450.00","218.96K","-0.62%"
"02/18/2022","22,740.00","22,620.00","22,890.00","22,570.00","239.86K","0.33%"
"02/17/2022","22,665.00","22,745.00","22,780.00","22,565.00","190.52K","0.64%"
"02/16/2022","22,520.00","22,645.00","22,690.00","22,360.00","199.28K","-0.53%"
"02/15/2022","22,640.00","22,740.00","22,740.00","22,365.00","6.43K","0.07%"
"02/14/2022","22,625.00","22,620.00","22,790.00","22,235.00","7.16K","-1.09%"
"02/11/2022","22,875.00","23,220.00","23,220.00","22,650.00","13.52K","-1.70%"
"02/10/2022","23,270.00","22,990.00","23,400.00","22,980.00","18.97K","1.86%"
"02/09/2022","22,845.00","22,805.00","22,950.00","22,660.00","15.04K","1.78%"
"02/08/2022","22,445.00","22,320.00","22,825.00","21,965.00","20.13K","0.99%"
"02/07/2022","22,225.00","21,840.00","22,330.00","21,840.00","17.49K","2.77%"
"01/28/2022","21,625.00","21,590.00","22,415.00","21,475.00","18.90K","0.70%"
"01/27/2022","21,475.00","21,420.00","21,650.00","21,345.00","27.39K","0.05%"
"01/26/2022","21,465.00","21,185.00","21,615.00","21,110.00","47.21K","1.66%"
"01/25/2022","21,115.00","20,985.00","21,260.00","20,985.00","61.42K","-0.26%"
"01/24/2022","21,170.00","21,360.00","21,565.00","20,920.00","105.19K","-1.47%"
"01/21/2022","21,485.00","21,610.00","21,770.00","21,260.00","112.55K","0.02%"
"01/20/2022","21,480.00","21,645.00","21,780.00","21,200.00","175.50K","0.02%"
"01/19/2022","21,475.00","21,215.00","21,660.00","21,200.00","180.52K","1.51%"
"01/18/2022","21,155.00","21,060.00","21,365.00","21,015.00","186.47K","-0.07%"
"01/17/2022","21,170.00","21,500.00","21,500.00","20,920.00","5.13K","-0.19%"
"01/14/2022","21,210.00","21,495.00","21,615.00","21,030.00","5.43K","-1.42%"
"01/13/2022","21,515.00","21,645.00","21,900.00","21,260.00","13.31K","-0.58%"
"01/12/2022","21,640.00","21,595.00","21,805.00","21,520.00","17.22K","0.65%"
"01/11/2022","21,500.00","21,210.00","21,635.00","21,160.00","22.53K","1.75%"
"01/10/2022","21,130.00","21,050.00","21,285.00","20,965.00","17.34K","0.64%"
"01/07/2022","20,995.00","20,780.00","21,380.00","20,710.00","25.17K","1.62%"
"01/06/2022","20,660.00","20,400.00","20,825.00","20,400.00","21.84K","1.90%"
"01/05/2022","20,275.00","20,255.00","20,400.00","20,120.00","18.29K","0.37%"
"01/04/2022","20,200.00","20,400.00","20,555.00","20,080.00","16.49K","-0.91%"
"12/31/2021","20,385.00","20,265.00","20,500.00","20,265.00","16.30K","0.77%"
"12/30/2021","20,230.00","19,895.00","20,550.00","19,895.00","35.54K","1.86%"
"12/29/2021","19,860.00","19,845.00","19,975.00","19,765.00","29.76K","0.56%"
"12/28/2021","19,750.00","19,650.00","19,855.00","19,615.00","44.24K","-0.65%"
"12/27/2021","19,880.00","20,170.00","20,235.00","19,610.00","84.06K","-1.14%"
"12/24/2021","20,110.00","20,190.00","20,230.00","19,955.00","96.80K","-0.49%"
"12/23/2021","20,210.00","20,200.00","20,335.00","20,105.00","120.51K","1.97%"
"12/22/2021","19,820.00","19,715.00","20,055.00","19,675.00","184.43K","1.41%"
"12/21/2021","19,545.00","19,505.00","19,630.00","19,440.00","176.43K","-0.84%"
"12/20/2021","19,710.00","19,785.00","19,845.00","19,575.00","261.63K","1.15%"
"12/17/2021","19,485.00","19,215.00","19,765.00","19,215.00","306.29K","2.23%"
"12/16/2021","19,060.00","18,945.00","19,280.00","18,870.00","260.59K","-0.10%"
"12/15/2021","19,080.00","19,195.00","19,200.00","18,920.00","3.43K","-0.42%"
"12/14/2021","19,160.00","19,155.00","19,250.00","19,070.00","7.11K","1.64%"
"12/13/2021","18,850.00","18,850.00","19,180.00","18,700.00","15.54K","0.08%"
"12/10/2021","18,835.00","18,770.00","18,930.00","18,680.00","14.88K","0.35%"
"12/09/2021","18,770.00","18,870.00","18,890.00","18,700.00","9.43K","-0.32%"
"12/08/2021","18,830.00","18,810.00","18,920.00","18,720.00","7.16K","0.43%"
"12/07/2021","18,750.00","18,725.00","18,885.00","18,660.00","10.43K","-0.27%"
"12/06/2021","18,800.00","18,895.00","19,045.00","18,620.00","13.31K","0.05%"
"12/03/2021","18,790.00","18,800.00","19,035.00","18,580.00","13.02K","-0.48%"
"12/02/2021","18,880.00","19,110.00","19,150.00","18,730.00","15.96K","-0.58%"
"12/01/2021","18,990.00","18,855.00","19,160.00","18,810.00","13.17K","0.24%"
"11/30/2021","18,945.00","19,060.00","19,215.00","18,745.00","26.56K","0.21%"
"11/29/2021","18,905.00","18,795.00","19,165.00","18,620.00","37.84K","-1.77%"
"11/26/2021","19,245.00","19,675.00","19,675.00","18,905.00","50.03K","-0.80%"
"11/25/2021","19,400.00","19,350.00","19,540.00","19,260.00","57.09K","1.12%"
"11/24/2021","19,185.00","19,180.00","19,320.00","19,045.00","58.19K","0.13%"
"11/23/2021","19,160.00","19,050.00","19,350.00","18,965.00","70.71K","0.31%"
"11/22/2021","19,100.00","18,995.00","19,360.00","18,915.00","70.25K","1.76%"
"11/19/2021","18,770.00","18,565.00","19,270.00","18,225.00","126.29K","1.16%"
"11/18/2021","18,555.00","18,780.00","18,815.00","18,310.00","97.99K","0.16%"
"11/17/2021","18,525.00","18,750.00","18,750.00","18,260.00","152.92K","-2.29%"
"11/16/2021","18,960.00","19,330.00","19,370.00","18,615.00","199.36K","-1.91%"
"11/15/2021","19,330.00","19,400.00","19,600.00","19,115.00","5.48K","-0.28%"
"11/12/2021","19,385.00","19,500.00","19,590.00","19,235.00","6.54K","1.65%"
"11/11/2021","19,070.00","18,775.00","19,450.00","18,720.00","10.70K","1.95%"
"11/10/2021","18,705.00","18,955.00","18,955.00","18,530.00","16.09K","-1.53%"
"11/09/2021","18,995.00","18,940.00","19,215.00","18,745.00","11.00K","0.32%"
"11/08/2021","18,935.00","18,700.00","19,165.00","18,610.00","11.38K","1.12%"
"11/05/2021","18,725.00","19,710.00","19,730.00","18,485.00","15.85K","-5.93%"
"11/04/2021","19,905.00","20,295.00","20,325.00","19,680.00","15.32K","-0.99%"
"11/03/2021","20,105.00","19,585.00","20,420.00","19,585.00","17.74K","0.22%"
"11/02/2021","20,060.00","20,060.00","20,315.00","19,500.00","16.42K","-0.27%"
"11/01/2021","20,115.00","19,775.00","20,455.00","19,570.00","19.81K","-0.67%"
"10/29/2021","20,250.00","20,050.00","20,525.00","19,510.00","40.24K","2.90%"
"10/28/2021","19,680.00","19,935.00","20,320.00","19,250.00","86.43K","-5.20%"
"10/27/2021","20,760.00","21,185.00","21,345.00","20,070.00","101.78K","-1.63%"
"10/26/2021","21,105.00","21,630.00","21,655.00","20,715.00","115.20K","-1.70%"
"10/25/2021","21,470.00","21,860.00","21,955.00","20,500.00","203.55K","-2.39%"
"10/22/2021","21,995.00","22,600.00","22,905.00","21,375.00","272.77K","-5.34%"
"10/21/2021","23,235.00","23,000.00","23,565.00","22,700.00","262.91K","-0.66%"
"10/20/2021","23,390.00","24,260.00","24,260.00","22,420.00","544.92K","-3.86%"
"10/19/2021","24,330.00","24,680.00","24,680.00","24,105.00","353.18K","0.08%"
"10/18/2021","24,310.00","24,540.00","24,765.00","23,815.00","550.06K","2.73%"
"10/15/2021","23,665.00","23,830.00","25,245.00","23,315.00","3.86K","1.20%"
"10/14/2021","23,385.00","23,800.00","23,800.00","23,050.00","8.56K","-0.93%"
"10/13/2021","23,605.00","23,700.00","24,040.00","21,675.00","11.14K","1.09%"
"10/12/2021","23,350.00","23,355.00","23,620.00","23,185.00","21.49K","1.50%"
"10/11/2021","23,005.00","22,805.00","23,380.00","22,770.00","22.21K","0.52%"
"10/08/2021","22,885.00","22,900.00","23,265.00","22,685.00","19.03K","0.70%"
"09/30/2021","22,725.00","22,825.00","22,970.00","22,410.00","39.21K","-0.70%"
"09/29/2021","22,885.00","22,795.00","23,180.00","22,665.00","63.53K","1.08%"
"09/28/2021","22,640.00","22,850.00","22,850.00","22,485.00","66.48K","-1.46%"
"09/27/2021","22,975.00","23,150.00","23,230.00","22,665.00","145.75K","-0.99%"
"09/24/2021","23,205.00","23,520.00","23,635.00","22,760.00","191.34K","-0.66%"
"09/23/2021","23,360.00","23,100.00","23,560.00","23,080.00","188.36K","1.99%"
"09/22/2021","22,905.00","22,400.00","23,295.00","22,300.00","195.79K","1.26%"
"09/17/2021","22,620.00","22,530.00","22,805.00","22,425.00","292.11K","-0.22%"
"09/16/2021","22,670.00","22,570.00","23,035.00","22,175.00","481.11K","1.66%"
"09/15/2021","22,300.00","22,470.00","22,560.00","21,925.00","3.87K","-2.39%"
"09/14/2021","22,845.00","23,575.00","23,575.00","22,300.00","5.38K","-2.83%"
"09/13/2021","23,510.00","22,875.00","23,990.00","22,820.00","7.87K","3.64%"
"09/10/2021","22,685.00","22,505.00","22,915.00","22,420.00","14.52K","1.86%"
"09/09/2021","22,270.00","22,030.00","22,530.00","22,020.00","9.65K","1.90%"
"09/08/2021","21,855.00","21,775.00","22,090.00","21,725.00","12.17K","0.46%"
"09/07/2021","21,755.00","21,725.00","21,880.00","21,655.00","16.80K","0.18%"
"09/06/2021","21,715.00","21,455.00","21,945.00","21,330.00","17.08K","1.85%"
"09/03/2021","21,320.00","21,350.00","21,410.00","21,260.00","14.35K","0.61%"
"09/02/2021","21,190.00","20,905.00","21,500.00","20,905.00","20.44K","0.07%"
"09/01/2021","21,175.00","21,300.00","21,325.00","21,080.00","29.08K","-0.66%"
"08/31/2021","21,315.00","21,415.00","21,500.00","21,210.00","28.86K","0.92%"
"08/30/2021","21,120.00","20,885.00","21,550.00","20,810.00","58.92K","2.13%"
"08/27/2021","20,680.00","20,475.00","20,910.00","20,460.00","51.56K","0.80%"
"08/26/2021","20,515.00","20,590.00","20,655.00","20,395.00","54.15K","-0.29%"
"08/25/2021","20,575.00","20,460.00","20,685.00","20,420.00","91.73K","0.88%"
"08/24/2021","20,395.00","20,450.00","20,490.00","20,295.00","79.32K","0.59%"
"08/23/2021","20,275.00","20,035.00","20,515.00","20,000.00","159.31K","1.50%"
"08/20/2021","19,975.00","19,805.00","20,180.00","19,660.00","210.20K","-0.27%"
"08/19/2021","20,030.00","20,215.00","20,270.00","19,900.00","265.08K","-1.31%"
"08/18/2021","20,295.00","20,450.00","20,450.00","20,000.00","266.10K","-0.27%"
"08/17/2021","20,350.00","20,175.00","20,575.00","20,135.00","238.02K","0.59%"
"08/16/2021","20,230.00","20,145.00","20,400.00","20,105.00","3.25K","0.90%"
"08/13/2021","20,050.00","20,055.00","20,105.00","20,000.00","7.04K","-0.22%"
"08/12/2021","20,095.00","20,095.00","20,180.00","20,055.00","6.54K","-0.15%"
"08/11/2021","20,125.00","20,020.00","20,225.00","19,990.00","9.01K","1.28%"
"08/10/2021","19,870.00","19,855.00","19,970.00","19,810.00","10.22K","-0.33%"
"08/09/2021","19,935.00","19,965.00","20,060.00","19,825.00","8.14K","0.15%"
"08/06/2021","19,905.00","19,780.00","20,005.00","19,760.00","9.85K","0.86%"
"08/05/2021","19,735.00","19,715.00","19,860.00","19,630.00","11.10K","-0.13%"
"08/04/2021","19,760.00","19,745.00","19,810.00","19,700.00","7.78K","-0.23%"
"08/03/2021","19,805.00","19,970.00","20,000.00","19,690.00","15.41K","-0.58%"
"08/02/2021","19,920.00","20,145.00","20,180.00","19,830.00","15.60K","0.20%"
"07/30/2021","19,880.00","19,640.00","20,100.00","19,640.00","29.24K","1.66%"
"07/29/2021","19,555.00","19,420.00","19,675.00","19,420.00","28.45K","0.70%"
"07/28/2021","19,420.00","19,530.00","19,545.00","19,325.00","43.65K","-0.87%"
"07/27/2021","19,590.00","19,590.00","19,735.00","19,445.00","57.44K","0.23%"
"07/26/2021","19,545.00","19,415.00","19,720.00","19,355.00","81.12K","1.22%"
"07/23/2021","19,310.00","19,210.00","19,460.00","19,165.00","79.51K","1.15%"
"07/22/2021","19,090.00","18,915.00","19,180.00","18,830.00","115.53K","0.34%"
"07/21/2021","19,025.00","19,015.00","19,245.00","18,855.00","213.03K","-0.11%"
"07/20/2021","19,045.00","19,100.00","19,150.00","18,955.00","217.66K","-1.68%"
"07/19/2021","19,370.00","19,470.00","19,530.00","19,240.00","180.54K","-0.64%"
"07/16/2021","19,495.00","19,260.00","19,605.00","19,260.00","205.68K","0.88%"
"07/15/2021","19,325.00","19,440.00","19,440.00","19,175.00","3.42K","0.42%"
"07/14/2021","19,245.00","19,280.00","19,460.00","19,160.00","4.26K","0.10%"
"07/13/2021","19,225.00","19,075.00","19,300.00","18,975.00","6.70K","0.60%"
"07/12/2021","19,110.00","18,995.00","19,210.00","18,870.00","9.90K","1.27%"
"07/09/2021","18,870.00","18,760.00","18,930.00","18,745.00","8.20K","0.32%"
"07/08/2021","18,810.00","18,940.00","18,965.00","18,765.00","13.18K","-0.37%"
"07/07/2021","18,880.00","19,135.00","19,150.00","18,815.00","12.23K","-1.38%"
"07/06/2021","19,145.00","19,235.00","19,255.00","19,095.00","13.27K","0.05%"
"07/05/2021","19,135.00","18,935.00","19,340.00","18,885.00","14.44K","2.14%"
"07/02/2021","18,735.00","18,635.00","18,890.00","18,575.00","10.27K","0.03%"
"07/01/2021","18,730.00","18,770.00","18,975.00","18,615.00","24.54K","-0.43%"
"06/30/2021","18,810.00","18,895.00","18,925.00","18,730.00","24.22K","-0.21%"
"06/29/2021","18,850.00","18,860.00","18,985.00","18,760.00","33.47K","-0.29%"
"06/28/2021","18,905.00","19,095.00","19,095.00","18,760.00","56.01K","0.45%"
"06/25/2021","18,820.00","18,630.00","18,970.00","18,630.00","74.90K","0.29%"
"06/24/2021","18,765.00","18,795.00","18,930.00","18,570.00","112.61K","0.19%"
"06/23/2021","18,730.00","18,610.00","18,825.00","18,540.00","128.50K","1.24%"
"06/22/2021","18,500.00","18,300.00","18,680.00","18,295.00","175.07K","0.90%"
"06/21/2021","18,335.00","18,350.00","18,460.00","18,235.00","229.06K","-0.73%"
"06/18/2021","18,470.00","18,465.00","18,580.00","18,370.00","271.46K","-1.36%"
"06/17/2021","18,725.00","18,650.00","18,880.00","18,585.00","268.37K","-0.05%"
"06/16/2021","18,735.00","18,915.00","18,975.00","18,465.00","253.92K","-1.50%"
"06/15/2021","19,020.00","19,100.00","19,270.00","18,855.00","4.73K","0.66%"
"06/11/2021","18,895.00","18,460.00","19,560.00","18,410.00","8.50K","2.14%"
"06/10/2021","18,500.00","18,430.00","18,640.00","18,405.00","10.80K","0.54%"
"06/09/2021","18,400.00","18,310.00","18,470.00","18,310.00","14.40K","0.19%"
"06/08/2021","18,365.00","18,400.00","18,520.00","18,260.00","15.49K","-0.65%"
"06/07/2021","18,485.00","18,365.00","18,645.00","18,330.00","12.74K","1.04%"
"06/04/2021","18,295.00","18,340.00","18,435.00","18,225.00","11.93K","-1.35%"
"06/03/2021","18,545.00","18,610.00","18,705.00","18,365.00","14.63K","-0.56%"
"06/02/2021","18,650.00","18,815.00","18,840.00","18,545.00","19.77K","-0.59%"
"06/01/2021","18,760.00","18,790.00","18,915.00","18,645.00","16.10K","-0.35%"
"05/31/2021","18,825.00","18,630.00","19,025.00","18,580.00","33.59K","0.45%"
"05/28/2021","18,740.00","18,575.00","18,950.00","18,500.00","36.11K","1.82%"
"05/27/2021","18,405.00","18,015.00","18,630.00","18,015.00","37.91K","0.49%"
"05/26/2021","18,315.00","18,335.00","18,440.00","18,185.00","49.09K","-0.14%"
"05/25/2021","18,340.00","18,105.00","18,470.00","18,105.00","105.67K","-0.46%"
"05/24/2021","18,425.00","19,200.00","19,210.00","17,965.00","186.26K","-1.84%"
"05/21/2021","18,770.00","19,060.00","19,115.00","18,395.00","224.92K","-1.50%"
"05/20/2021","19,055.00","19,220.00","19,240.00","18,800.00","285.21K","-2.31%"
"05/19/2021","19,505.00","19,610.00","19,745.00","19,220.00","254.08K","-1.19%"
"05/18/2021","19,740.00","19,695.00","19,890.00","19,580.00","251.54K","0.51%"
"05/17/2021","19,640.00","19,415.00","19,810.00","19,415.00","3.16K","0.41%"
"05/14/2021","19,560.00","19,600.00","19,710.00","19,010.00","5.61K","-0.91%"
"05/13/2021","19,740.00","19,645.00","19,915.00","19,570.00","11.87K","-0.95%"
"05/12/2021","19,930.00","19,950.00","20,040.00","19,820.00","11.26K","-0.18%"
"05/11/2021","19,965.00","20,275.00","20,300.00","19,560.00","20.90K","-0.84%"
"05/10/2021","20,135.00","19,810.00","20,435.00","19,810.00","22.96K","1.95%"
"05/07/2021","19,750.00","19,455.00","19,920.00","19,375.00","17.65K","2.65%"
"05/06/2021","19,240.00","19,080.00","19,415.00","19,080.00","16.95K","2.01%"
"04/30/2021","18,860.00","18,755.00","19,000.00","18,745.00","24.97K","0.64%"
"04/29/2021","18,740.00","18,510.00","18,980.00","18,450.00","31.22K","1.71%"
"04/28/2021","18,425.00","18,485.00","18,500.00","18,335.00","37.92K","-0.46%"
"04/27/2021","18,510.00","18,445.00","18,630.00","18,380.00","63.18K","0.98%"
"04/26/2021","18,330.00","18,340.00","18,475.00","18,155.00","86.96K","0.47%"
"04/23/2021","18,245.00","18,180.00","18,415.00","18,100.00","118.06K","0.44%"
"04/22/2021","18,165.00","18,020.00","18,300.00","18,010.00","165.29K","0.92%"
"04/21/2021","18,000.00","18,010.00","18,110.00","17,895.00","200.81K","-0.74%"
"04/20/2021","18,135.00","18,180.00","18,295.00","18,040.00","175.23K","0.33%"
"04/19/2021","18,075.00","18,000.00","18,270.00","17,920.00","222.66K","-0.74%"
"04/16/2021","18,210.00","18,345.00","18,460.00","17,905.00","356.69K","0.97%"
"04/15/2021","18,035.00","17,820.00","18,425.00","17,820.00","3.56K","1.04%"
"04/14/2021","17,850.00","17,750.00","18,030.00","17,700.00","6.06K","1.56%"
"04/13/2021","17,575.00","17,390.00","17,850.00","17,390.00","10.04K","0.95%"
"04/12/2021","17,410.00","17,540.00","17,600.00","17,320.00","20.11K","-0.57%"
"04/09/2021","17,510.00","17,570.00","17,575.00","17,470.00","12.79K","0.09%"
"04/08/2021","17,495.00","17,465.00","17,545.00","17,415.00","13.65K","0.17%"
"04/07/2021","17,465.00","17,545.00","17,585.00","17,390.00","12.29K","-0.43%"
"04/06/2021","17,540.00","17,585.00","17,655.00","17,455.00","12.51K","0.29%"
"04/02/2021","17,490.00","17,425.00","17,590.00","17,380.00","12.94K","1.16%"
"04/01/2021","17,290.00","17,230.00","17,500.00","17,100.00","17.40K","0.52%"
"03/31/2021","17,200.00","17,300.00","17,305.00","17,105.00","25.45K","-1.09%"
"03/30/2021","17,390.00","17,360.00","17,510.00","17,320.00","19.05K","-0.32%"
"03/29/2021","17,445.00","17,495.00","17,630.00","17,330.00","31.93K","0.84%"
"03/26/2021","17,300.00","17,100.00","17,475.00","17,035.00","33.22K","0.64%"
"03/25/2021","17,190.00","17,255.00","17,320.00","17,060.00","51.36K","0.59%"
"03/24/2021","17,090.00","17,050.00","17,155.00","16,990.00","37.22K","-0.49%"
"03/23/2021","17,175.00","17,680.00","17,715.00","16,500.00","119.43K","-2.16%"
"03/22/2021","17,555.00","17,515.00","17,725.00","17,380.00","68.21K","0.75%"
"03/19/2021","17,425.00","17,520.00","17,550.00","17,310.00","84.15K","-1.47%"
"03/18/2021","17,685.00","17,815.00","17,940.00","17,445.00","117.31K","0.26%"
"03/17/2021","17,640.00","17,520.00","17,750.00","17,520.00","93.32K","-1.01%"
"03/16/2021","17,820.00","17,665.00","17,980.00","17,625.00","172.86K","1.57%"
"03/15/2021","17,545.00","16,350.00","17,770.00","16,350.00","3.09K","1.15%"
"03/12/2021","17,345.00","17,485.00","17,515.00","17,145.00","4.21K","-0.40%"
"03/11/2021","17,415.00","17,300.00","17,630.00","17,200.00","6.97K","1.55%"
"03/10/2021","17,150.00","17,110.00","17,410.00","16,925.00","8.44K","-0.38%"
"03/09/2021","17,215.00","17,250.00","17,410.00","17,030.00","9.43K","-1.18%"
"03/08/2021","17,420.00","17,265.00","17,555.00","17,190.00","9.75K","1.19%"
"03/05/2021","17,215.00","17,235.00","17,445.00","17,070.00","13.51K","-1.77%"
"03/04/2021","17,525.00","17,575.00","17,890.00","17,200.00","16.07K","0.52%"
"03/03/2021","17,435.00","17,080.00","17,650.00","17,080.00","18.04K","2.83%"
"03/02/2021","16,955.00","17,135.00","17,170.00","16,800.00","18.72K","-0.82%"
"03/01/2021","17,095.00","17,345.00","17,345.00","16,895.00","32.83K","-1.61%"
"02/26/2021","17,375.00","17,480.00","17,700.00","17,055.00","56.72K","0.55%"
"02/25/2021","17,280.00","16,680.00","17,665.00","16,680.00","75.84K","3.66%"
"02/24/2021","16,670.00","16,650.00","16,840.00","16,550.00","54.22K","-0.24%"
"02/23/2021","16,710.00","16,655.00","16,855.00","16,570.00","85.21K","0.27%"
"02/22/2021","16,665.00","16,490.00","16,950.00","16,390.00","136.13K","0.82%"
"02/19/2021","16,530.00","16,650.00","16,660.00","16,385.00","147.86K","1.10%"
"02/18/2021","16,350.00","16,025.00","16,560.00","16,025.00","112.25K","3.09%"
"02/10/2021","15,860.00","15,865.00","15,950.00","15,760.00","150.06K","0.06%"
"02/09/2021","15,850.00","15,810.00","15,960.00","15,735.00","165.35K","1.12%"
"02/08/2021","15,675.00","15,630.00","15,820.00","15,540.00","176.83K","0.74%"
"02/05/2021","15,560.00","15,500.00","15,660.00","15,450.00","2.47K","1.73%"
"02/04/2021","15,295.00","15,080.00","15,435.00","15,050.00","3.42K","1.66%"
"02/03/2021","15,045.00","15,110.00","15,115.00","15,000.00","3.82K","-0.73%"
"02/02/2021","15,155.00","15,285.00","15,310.00","15,010.00","14.05K","-0.26%"
"02/01/2021","15,195.00","15,035.00","15,445.00","14,970.00","14.43K","1.64%"
"01/29/2021","14,950.00","14,935.00","15,035.00","14,880.00","21.44K","0.78%"
"01/28/2021","14,835.00","14,860.00","14,935.00","14,785.00","24.44K","-0.34%"
"01/27/2021","14,885.00","14,895.00","14,940.00","14,850.00","18.13K","0.07%"
"01/26/2021","14,875.00","14,970.00","15,020.00","14,795.00","28.74K","-0.60%"
"01/25/2021","14,965.00","14,880.00","15,105.00","14,765.00","46.78K","0.13%"
"01/22/2021","14,945.00","14,965.00","15,135.00","14,795.00","52.19K","0.30%"
"01/21/2021","14,900.00","14,805.00","15,020.00","14,725.00","44.82K","1.19%"
"01/20/2021","14,725.00","14,770.00","14,860.00","14,650.00","41.24K","-0.74%"
"01/19/2021","14,835.00","14,900.00","14,990.00","14,730.00","50.04K","-0.90%"
"01/18/2021","14,970.00","14,865.00","15,090.00","14,795.00","95.01K","0.50%"
"01/15/2021","14,895.00","14,795.00","15,090.00","14,750.00","4.40K","1.02%"
"01/14/2021","14,745.00","14,675.00","14,850.00","14,650.00","6.55K","-1.27%"
"01/13/2021","14,935.00","15,140.00","15,190.00","14,710.00","10.36K","-1.09%"
